date,bot_nav,bot_cum_return,bench_nav,bench_cum_return,is_rebalance
2026-07-24,9987.5,-0.0012499999999999,10000.0,0.0,True
2026-07-27,8878.817032260706,-0.1121182967739294,10177.71025909862,0.0177710259098622,True
2026-07-28,8532.521297054465,-0.1467478702945535,10297.583439494789,0.0297583439494786,False
2026-07-29,8165.399754869239,-0.183460024513076,10224.865885242543,0.0224865885242544,False
2026-07-30,8740.043494570755,-0.1259956505429245,10196.432553110457,0.0196432553110457,False
2026-07-31,8603.506191733646,-0.1396493808266353,10176.989922186887,0.0176989922186889,False
2026-08-03,8785.084627277154,-0.1214915372722845,10279.334628438037,0.0279334628438037,True
2026-08-04,9324.66792605804,-0.0675332073941961,10419.65307389119,0.041965307389119,False
2026-08-05,9172.094988011817,-0.0827905011988182,10398.15220962197,0.0398152209621971,False
2026-08-06,9066.979878555092,-0.0933020121444908,10347.602705704236,0.0347602705704235,False
2026-08-07,9231.250212618455,-0.0768749787381544,10415.73819870003,0.041573819870003,False
2026-08-10,9074.38612572902,-0.092561387427098,10420.882247146414,0.0420882247146414,True
2026-08-11,9110.92546706317,-0.0889074532936828,10431.812275564604,0.0431812275564602,False
2026-08-12,9374.4345043447,-0.0625565495655299,10443.579426184504,0.0443579426184503,False
2026-08-13,9424.902236619995,-0.0575097763380002,10525.534532513922,0.0525534532513922,False
2026-08-14,9575.685198114168,-0.0424314801885832,10531.688538224127,0.0531688538224126,False
2026-08-17,9593.572602419425,-0.0406427397580577,10431.80461306083,0.0431804613060831,True
2026-08-18,9229.337035435054,-0.0770662964564946,10398.914775295038,0.0398914775295038,False
2026-08-19,8904.017313797418,-0.1095982686202582,10502.206791010429,0.0502206791010426,False
2026-08-20,8908.482228638031,-0.1091517771361968,10420.34983230537,0.0420349832305368,False
2026-08-21,8900.80915897538,-0.1099190841024619,10486.628973201918,0.0486628973201916,False
2026-08-24,8701.54240784375,-0.129845759215625,10503.948823399052,0.0503948823399051,True
2026-08-25,8558.584188836869,-0.1441415811163131,10489.960811563802,0.0489960811563801,False
2026-08-26,8547.955355176513,-0.1452044644823487,10507.981653437164,0.0507981653437163,False
2026-08-27,8458.138536157907,-0.1541861463842093,10474.421976468922,0.0474421976468921,False
2026-08-28,8491.369222291793,-0.1508630777708207,10445.664847097343,0.0445664847097344,False
2026-08-31,8484.181056490965,-0.1515818943509035,10381.74304618104,0.038174304618104,True
2026-09-01,8262.999494132995,-0.1737000505867004,10301.15416549406,0.0301154165494059,False
2026-09-02,8314.984710578407,-0.1685015289421593,10346.56725780048,0.034656725780048,False
2026-09-03,8328.031109078436,-0.1671968890921563,10405.268201945586,0.0405268201945585,False
2026-09-04,8384.696313953835,-0.1615303686046165,10351.763821175127,0.0351763821175128,False
2026-09-08,8319.399429371639,-0.1680600570628361,10244.172072394578,0.0244172072394577,True
2026-09-09,8041.974136313384,-0.1958025863686615,10150.453660628307,0.0150453660628309,False
2026-09-10,8024.584622168185,-0.1975415377831815,10082.743366210236,0.0082743366210236,False
2026-09-11,8037.796435510032,-0.1962203564489968,10158.86386140878,0.0158863861408782,False
2026-09-14,8150.332200861349,-0.1849667799138651,10172.318692292787,0.0172318692292789,True
2026-09-15,8008.908555192179,-0.1991091444807821,10116.360922889487,0.0116360922889486,False
2026-09-16,7926.256112907819,-0.2073743887092181,10030.483689780473,0.0030483689780471,False
2026-09-17,8097.801071426891,-0.1902198928573109,10075.720256338116,0.0075720256338116,False
2026-09-18,8175.747085055466,-0.1824252914944534,10028.000795910924,0.0028000795910922,False
2026-09-21,8315.444523514601,-0.1684555476485398,10075.815757760773,0.0075815757760773,True
2026-09-22,8306.583962223844,-0.1693416037776156,10073.076270399535,0.0073076270399534,False
2026-09-23,8218.13192583295,-0.178186807416705,10001.963375253616,0.0001963375253617,False
2026-09-24,8211.875983171136,-0.1788124016828863,9945.086744691238,-0.0054913255308761,False
2026-09-25,8205.415112736913,-0.17945848872630865,9981.115909620854,-0.0018884090379146512,False
